keyword;score;category;source_ref
Reismilch, Reis-Drink;1;Getränke;SIGHI_FoodList_2024-08-29_p22_r36
Sojamilch, Soja-Drink;2;Getränke;SIGHI_FoodList_2024-08-29_p22_r37
heisse Schokolade, heiße Schokolade;2;Getränke;SIGHI_FoodList_2024-08-29_p22_r39
Holunderblütensirup;0;Getränke;SIGHI_FoodList_2024-08-29_p22_r40
Kakaogetränke;2;Getränke;SIGHI_FoodList_2024-08-29_p22_r41
Limonadengetränke;1;Getränke;SIGHI_FoodList_2024-08-29_p22_r42
Ovomaltine;2;Getränke;SIGHI_FoodList_2024-08-29_p22_r43
Schokoladengetränke;2;Getränke;SIGHI_FoodList_2024-08-29_p22_r44
2-Phenylphenol, E231;2;Getränke;SIGHI_FoodList_2024-08-29_p22_r46
2-tert-Butylhydrochinon, tert-Butylhydrochinon,;?;Getränke;SIGHI_FoodList_2024-08-29_p22_r47
Acid Red 1, E128;2;Getränke;SIGHI_FoodList_2024-08-29_p22_r49
acidum hydrochloricum, Salzsäure,;0;Getränke;SIGHI_FoodList_2024-08-29_p22_r50
Agar-Agar, E406;1;Getränke;SIGHI_FoodList_2024-08-29_p22_r52
Alginat, Propylenglycolalginat, E405;1;Getränke;SIGHI_FoodList_2024-08-29_p22_r53
Alginsäure, Algin, E400;1;Getränke;SIGHI_FoodList_2024-08-29_p22_r54
Allurarot AC, E129, Food Red 17, CI 16035;2;Getränke;SIGHI_FoodList_2024-08-29_p23_r13
alpha-Tocopherol, Vitamin E, E307;0;Getränke;SIGHI_FoodList_2024-08-29_p23_r14
Aluminium, E173;?;Getränke;SIGHI_FoodList_2024-08-29_p23_r15
Amaranth E123;2;Getränke;SIGHI_FoodList_2024-08-29_p23_r16
Ammoniumalginat, E403;1;Getränke;SIGHI_FoodList_2024-08-29_p23_r20
Ammoniumcarbonat, E503;0;Getränke;SIGHI_FoodList_2024-08-29_p23_r21
Ammoniumcitrat, Triammoniumcitrat, E380;1;Getränke;SIGHI_FoodList_2024-08-29_p23_r22
Anthocyane, E163;0;Getränke;SIGHI_FoodList_2024-08-29_p23_r23
Apfelsäure, Äpfelsäure, E296;0;Getränke;SIGHI_FoodList_2024-08-29_p23_r24
Apo-Carotinal, Beta-Apo-8-Carotinal, E160e, 8′-Apo-β-;?;Getränke;SIGHI_FoodList_2024-08-29_p23_r25
Apo-carotinsäureethylester, beta-Apo-8′-;?;Getränke;SIGHI_FoodList_2024-08-29_p23_r27
Aroma, Aromen, Aromastoffe;1;Getränke;SIGHI_FoodList_2024-08-29_p23_r29
Ascorbinsäure, E300;0;Getränke;SIGHI_FoodList_2024-08-29_p23_r31
Ascorbylpalmitat, E304;0;Getränke;SIGHI_FoodList_2024-08-29_p23_r33
Azophloxin, E128;2;Getränke;SIGHI_FoodList_2024-08-29_p23_r34
Azorubin, Karmesin, E122;2;Getränke;SIGHI_FoodList_2024-08-29_p23_r35
Benzoesäure und deren Salze = Benzoate, E210 bis;2;Getränke;SIGHI_FoodList_2024-08-29_p23_r36
Benzoesäure, E210;2;Getränke;SIGHI_FoodList_2024-08-29_p23_r38
Betanin, Betanoin, Betenrot, Beetenrot, E162;0;Getränke;SIGHI_FoodList_2024-08-29_p23_r39
Bienenwachs, E901;0;Getränke;SIGHI_FoodList_2024-08-29_p23_r40
Borax, Tinkal, Natriumborat, Dinatriumtetraborat-;?;Getränke;SIGHI_FoodList_2024-08-29_p23_r41
Borsäure, E284;?;Getränke;SIGHI_FoodList_2024-08-29_p23_r43
Braun FK, E154;2;Getränke;SIGHI_FoodList_2024-08-29_p23_r45
Braun HT, Braun HTK, E155, C.I. 20285, C.I. Food;2;Getränke;SIGHI_FoodList_2024-08-29_p23_r46
Brillantschwarz BN, Brillantschwarz FCF, Schwarz;3;Getränke;SIGHI_FoodList_2024-08-29_p23_r48
Butylhydroxyanisol, BHA, E320;2;Getränke;SIGHI_FoodList_2024-08-29_p23_r50
Butylhydroxytoluol, Butylhydroxytoluen, BHT, E321;2;Getränke;SIGHI_FoodList_2024-08-29_p23_r51
Calciumacetat, Calciumethanoat, Kalziumacetat, E262;0;Getränke;SIGHI_FoodList_2024-08-29_p23_r52
Calciumalginat, E404;1;Getränke;SIGHI_FoodList_2024-08-29_p23_r53
Calciumascorbat, Calciumdiascorbat, Calcium-L-;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r13
Calciumbenzoat, E213;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r15
Calciumcarbonat, Kalziumkarbonat, Kalk, E170;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r16
Calciumcitrat, E333;1;Getränke;SIGHI_FoodList_2024-08-29_p24_r17
Calciumdiglutamat, Calciumglutamat, E623;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r19
Calciumhydrogensulfit, E227;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r20
Calciumlactat, Kalziumlaktat, E327;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r21
Calciumphosphate, E340;1;Getränke;SIGHI_FoodList_2024-08-29_p24_r22
Calciumpolyphosphat, E452;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r23
Calciumpropionat, Calciumdipropionat, E282;?;Getränke;SIGHI_FoodList_2024-08-29_p24_r24
Calciumsorbat, E203;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r25
Calciumsulfit, E226;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r26
Canthaxanthin, E161g;?;Getränke;SIGHI_FoodList_2024-08-29_p24_r27
Capsanthin, Paprikaextrakt, E160c;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r28
Carob, Carobpulver;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r29
Carotine, Beta-Carotin, β-Carotin, E160a;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r30
Carrageen, Carragaheen, E407, E407a;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r31
Carubin, Carubenmehl, E410;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r32
Cellulose, Cellulosepulver, mikrokristalline Cellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r34
Celluloseethylether, Ethylcellulose, Ethylzellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r36
Cellulosemethylether, Methylcellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r38
Chinin (z.B. in Bitterlemon, Tonic Water);2;Getränke;SIGHI_FoodList_2024-08-29_p24_r40
Chinolingelb;3;Getränke;SIGHI_FoodList_2024-08-29_p24_r41
Chinolingelb, E104;3;Getränke;SIGHI_FoodList_2024-08-29_p24_r42
Citronensäure E330;1;Getränke;SIGHI_FoodList_2024-08-29_p24_r43
Cochenille, Karmin, E120;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r45
Cochenillerot A, Ponceau 4R, E124;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r46
Curcumin, E100;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r47
delta-Tocopherol, Vitamin E, E309;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r48
Dimethyldicarbonat, Dimethylpyrocarbonat,;?;Getränke;SIGHI_FoodList_2024-08-29_p24_r49
Dimeticon, Dimethicone, Dimethylpolysiloxan,;?;Getränke;SIGHI_FoodList_2024-08-29_p24_r51
Dodecylgallat, E312;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r53
E100, Curcumin;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r54
E101a, Riboflavin-5-Phosphat;1;Getränke;SIGHI_FoodList_2024-08-29_p25_r13
E102, Tartrazin;3;Getränke;SIGHI_FoodList_2024-08-29_p25_r14
E110, Gelborange S;3;Getränke;SIGHI_FoodList_2024-08-29_p25_r15
E1103, Invertase, β-Fructofuranosidase, Saccharase;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r16
E1105, Lysozym, Muramidase;?;Getränke;SIGHI_FoodList_2024-08-29_p25_r17
E120, Karmin, Cochenille;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r18
E1200, Polydextrose;?;Getränke;SIGHI_FoodList_2024-08-29_p25_r19
E1201, Povidon, Polyvinylpyrrolidon, Polyvidone, 1-;1;Getränke;SIGHI_FoodList_2024-08-29_p25_r20
E1202, Polyvinylpolypyrrolidon;1;Getränke;SIGHI_FoodList_2024-08-29_p25_r23
E122, Karmesin, Azorubin;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r24
E123, Amaranth;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r25
E124, Cochenillerot A, Ponceau 4R;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r29
E127, Erythrosin;3;Getränke;SIGHI_FoodList_2024-08-29_p25_r30
E128, Azophloxin, Rot 2G;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r31
E129, Allurarot AC, Food Red 17, CI 16035;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r32
E131, Patentblau V;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r33
E132, Indigokarmin, Indigocarmin, Indigotin I;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r34
E133, Brillantblau FCF;?;Getränke;SIGHI_FoodList_2024-08-29_p25_r35
E140, Chlorophylle, Chlorophylline;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r36
E141, kupferhaltige Komplexe der Chlorophylle und;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r37
E142, Grün S, Brillantsäuregrün BS, C.I. 44090, C.I. Acid;?;Getränke;SIGHI_FoodList_2024-08-29_p25_r39
E150, E150a: Zuckercouleur;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r42
E150b, Sulfitlaugen-Zuckerkulör;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r43
E150c, Ammoniak-Zuckerkulör;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r44
E150d: Ammoniumsulfit-Zuckerkulör;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r45
E151, Brillantschwarz BN, Brillantschwarz FCF,;3;Getränke;SIGHI_FoodList_2024-08-29_p25_r46
E153, Pflanzenkohle, Holzkohle;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r48
E154, Braun FK;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r49
E155, Braun HT, Braun HTK, C.I. 20285, C.I. Food;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r50
E160a, Carotine, Beta-Carotin, β-Carotin;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r52
E160b, Bixin, Norbixin, Annatto;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r53
E160c, Capsanthin, Paprikaextrakt;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r54
E160d, Lycopin, Lycopen, Leukopin, C.I. 75125, C.I.;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r13
E160e, Beta-Apo-8-Carotinal, 8′-Apo-β-caroten-8′-al,;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r15
E160f, Apo-carotinsäureethylester, beta-Apo-8′-;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r18
E161b, Lutein;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r21
E161g, Canthaxanthin, C.I. 40850, C.I. Food Orange 8;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r22
E162, Betanin, Betanoin, Betenrot, Beetenrot;0;Getränke;SIGHI_FoodList_2024-08-29_p26_r23
E163, Anthocyane;0;Getränke;SIGHI_FoodList_2024-08-29_p26_r24
E170, Calciumcarbonat, Kalziumkarbonat, Kalk,;0;Getränke;SIGHI_FoodList_2024-08-29_p26_r25
E171, Titandioxid, Titan(IV)-oxid, Titansäureanhydrid,;0;Getränke;SIGHI_FoodList_2024-08-29_p26_r27
E172, Eisenoxide, Eisenhydroxide;0;Getränke;SIGHI_FoodList_2024-08-29_p26_r29
E173, Aluminium;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r30
E174, Silber;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r31
E175, Gold;0;Getränke;SIGHI_FoodList_2024-08-29_p26_r32
E180, Litholrubin BK, Rubinpigment BK, 4B-Toner, C.I.;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r33
E200, Sorbinsäure;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r35
E202, Kaliumsorbat;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r36
E203, Calciumsorbat;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r37
E210 bis E213: Benzoesäure und deren Salze =;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r38
E210, Benzoesäure;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r40
E211, Natriumbenzoat;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r41
E212, Kaliumbenzoat;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r42
E213, Calciumbenzoat;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r43
E214, E215, Ethylparaben;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r44
E218, E219, Methylparaben;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r45
E220 - E228, Sulfite;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r46
E220, Schwefeldioxid;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r47
E221, Natriumsulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r48
E222, Natriumhydrogensulfit, Natriumbisulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r49
E223, Natriumdisulfit, Natriummetabisulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r50
E224, Kaliumdisulfit, Kaliummetabisulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r51
E225, Kaliumsulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r52
E226, Calciumsulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r53
E227, Calciumhydrogensulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r54
E228, Kaliumhydrogensulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p27_r13
E231, Orthophenylphenol;2;Getränke;SIGHI_FoodList_2024-08-29_p27_r14
E232, Natriumorthophenylphenolat;2;Getränke;SIGHI_FoodList_2024-08-29_p27_r15
E234, Nisin;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r16
E235, Natamycin;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r17
E239, Hexamethylentetramin, Urotropin,;2;Getränke;SIGHI_FoodList_2024-08-29_p27_r18
E242, Dimethyldicarbonat, Dimethylpyrocarbonat,;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r20
E249, Kaliumnitrit, Salpetrigsaures Kalium;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r22
E250, Natriumnitrit;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r23
E251, Natriumnitrat, Natronsalpeter, Chilesalpeter,;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r24
E252, Kaliumnitrat, Salpeter, Kalisalpeter,;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r26
E260, Essigsäure, Eisessig;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r28
E261, Kaliumacetat, Kaliumethanoat;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r29
E262, Natriumacetat, Natriumethanoat;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r30
E263, Calciumacetat, Calciumethanoat,;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r31
E270, Milchsäure, 2-Hydroxypropansäure, 2-;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r33
E280, Propionsäure, Propansäure, Ethancarbonsäure,;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r36
E281, Natriumpropionat;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r39
E282, Calciumpropionat, Calciumdipropionat;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r40
E283, Kaliumpropionat;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r41
E284, Borsäure;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r42
E285, Borax, Tinkal, Natriumborat,;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r44
E290, Kohlendioxid gasförmig, Kohlenstoffdioxid,;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r46
E296, Apfelsäure, Äpfelsäure, 2-Hydroxybutandisäure,;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r48
E297, Fumarsäure, trans-Butendisäure, trans-;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r50
E300, Ascorbinsäure, Vitamin C;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r52
E301, Natriumascorbat, Sodascorbat, Mononatrium;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r54
E302, Calciumascorbat, Calciumdiascorbat, Calcium-L-;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r56
E304, Ascorbylpalmitat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r13
E306, Tocopherol, Vitamin E, tocopherolhaltige;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r14
E307, alpha-Tocopherol, α-Tocopherol, Vitamin E;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r16
E308, gamma-Tocopherol, γ-Tocopherol, Vitamin E;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r17
E309, delta-Tocopherol, Vitamin E;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r18
E310, Propylgallat, Propylgallat, E310;2;Getränke;SIGHI_FoodList_2024-08-29_p28_r19
E311, Octylgallat;2;Getränke;SIGHI_FoodList_2024-08-29_p28_r20
E312, Dodecylgallat, Laurylgallat,;2;Getränke;SIGHI_FoodList_2024-08-29_p28_r21
E315, Isoascorbinsäure, Erythorbinsäure, Isovitamin C;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r23
E316, Natriumisoascorbat, Natriumerythorbat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r24
E319, 2-tert-Butylhydrochinon, tert-;?;Getränke;SIGHI_FoodList_2024-08-29_p28_r25
E320, Butylhydroxyanisol, BHA;2;Getränke;SIGHI_FoodList_2024-08-29_p28_r27
E321, Butylhydroxytoluol, Butylhydroxytoluen, BHT;2;Getränke;SIGHI_FoodList_2024-08-29_p28_r28
E322, Lecithine, Lezithine;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r29
E325, Natriumlactat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r30
E326, Kaliumlactat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r31
E327, Calciumlactat, Kalziumlaktat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r32
E330, Citronensäure;1;Getränke;SIGHI_FoodList_2024-08-29_p28_r33
E331, Natriumcitrat, Trinatriumcitrat, Natriumzitrat,;1;Getränke;SIGHI_FoodList_2024-08-29_p28_r35
E332, Kaliumcitrat;1;Getränke;SIGHI_FoodList_2024-08-29_p28_r37
E333, Calciumcitrat, Tricalciumcitrat,;1;Getränke;SIGHI_FoodList_2024-08-29_p28_r38
E334, Weinsäure, 2,3-Dihydroxybernsteinsäure, 2,3-;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r40
E335, Natriumtartrat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r43
E336, Weinsteinbackpulver, Kaliumtartrat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r44
E340, Kaliumphosphate: Kaliumdihydrogenphosphat;1;Getränke;SIGHI_FoodList_2024-08-29_p28_r45
E341, Calciumphosphate:;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r13
E380, Ammoniumcitrat, Triammoniumcitrat,;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r18
E400, Alginsäure, Algin;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r20
E401, Natriumalginat;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r21
E402, Natriumalginat;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r22
E403, Ammoniumalginat;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r23
E404, Calciumalginat, Kalziumalginat;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r24
E405, Alginat, Algin, Propylenglycolalginat;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r25
E406, Agar-Agar;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r26
E407, E407a, Carrageen, Karrageen;2;Getränke;SIGHI_FoodList_2024-08-29_p29_r27
E410, Johannisbrotkernmehl, Carubin, Carubenmehl;2;Getränke;SIGHI_FoodList_2024-08-29_p29_r28
E412, Guarkernmehl;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r30
E413, Traganth, Tragant;2;Getränke;SIGHI_FoodList_2024-08-29_p29_r31
E414, Gummi arabicum, Gummiarabikum;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r32
E415, Xanthan, Xantan, Xanthangummi;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r33
E416, Karaya, Indischer Traganth, Karayagummi,;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r34
E421, Mannit, Mannitol;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r36
E422, Glycerin, Glycerol, Glyzerin, Propan-1,2,3-triol,;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r37
E440, Pektin;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r39
E441, Gelatine;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r40
E452, Polyphosphate: Natrium-, Kalium-,;2;Getränke;SIGHI_FoodList_2024-08-29_p29_r41
E460, Cellulose, Zellulose, mikrokristalline Cellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r43
E461, Methylcellulose, Methylzellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r45
E462, Ethylcellulose, Ethylzellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r47
E463, Hydroxypropylcellulose;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r49
E464, Hydroxypropylmethylcellulose, Hypromellose,;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r50
E465, Ethyl Methylcellulose, Ethylmethylcellulose;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r55
E466, Carboxymethylcellulosen, Carmellose;?;Getränke;SIGHI_FoodList_2024-08-29_p30_r13
E500, Natriumcarbonat, Natriumkarbonat, Soda,;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r14
E500ii, Natron, Natriumhydrogencarbonat,;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r17
E501, Kaliumcarbonat, Kaliumkarbonat, Pottasche,;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r21
E503, Ammoniumcarbonat, kohlensaures;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r23
E504, Magnesiumcarbonat;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r25
E507, Salzsäure, Chlorwasserstoffsäure, acidum;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r26
E579, Eisengluconat;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r28
E620, Glutaminsäure, (Glutamat);2;Getränke;SIGHI_FoodList_2024-08-29_p30_r29
E620-E625, Glutamate, Geschmacksverstärker;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r30
E621, Mononatriumglutamat, Natriumglutamat;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r31
E622, Monokaliumglutamat, Kaliumglutamat;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r32
E623, Calciumdiglutamat, Calciumglutamat,;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r33
E624, Monoammoniumglutamat,;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r35
E625, Magnesiumdiglutamat, Magnesiumglutamat;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r37
E626, Guanosinmonophosphat, Guanylsäure,;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r38
E650, Zinkacetat;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r40
E900, Polydimethylsiloxan, PDMS, Dimeticon,;?;Getränke;SIGHI_FoodList_2024-08-29_p30_r41
E901, Bienenwachs, cera flava, cera alba;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r43
E955, Sucralose;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r44
E960, Steviosid, Steviol-Glykosid;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r45
Eisengluconat, E579;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r46
Eisenoxide, Eisenhydroxide, E172;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r47
Erythrosin, E127;3;Getränke;SIGHI_FoodList_2024-08-29_p30_r48
Essigsäure, E260;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r49
Ethyl Methylcellulose, E465;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r50
Ethylcellulose, Ethylzellulose, Celluloseethylether,;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r51
Ethylparaben, E214, E215;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r53
Flavinmononukleotid, E101a;1;Getränke;SIGHI_FoodList_2024-08-29_p30_r54
Fumarsäure, trans-Butendisäure, E297;?;Getränke;SIGHI_FoodList_2024-08-29_p30_r55
gamma-Tocopherol, Vitamin E, E308;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r56
Gelatine E441;1;Getränke;SIGHI_FoodList_2024-08-29_p31_r13
Gelborange S, E110;3;Getränke;SIGHI_FoodList_2024-08-29_p31_r14
Geschmacksverstärker, E620-E625;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r15
Glutamate, E620-E625;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r16
Glutaminsäure, (Glutamat), E620;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r17
Gluten, Weizenkleber;1;Getränke;SIGHI_FoodList_2024-08-29_p31_r18
Glycerin, Glycerol, Glyzerin, Propan-1,2,3-triol, 1,2,3-;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r19
Gold, E175;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r21
Grün S, E142, Brillantsäuregrün BS, C.I. 44090, C.I. Acid;?;Getränke;SIGHI_FoodList_2024-08-29_p31_r22
Guanosinmonophosphat, Guanylsäure, Guanylat, E626;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r25
Guarkernmehl, Guaran, E412;1;Getränke;SIGHI_FoodList_2024-08-29_p31_r26
Gummi arabicum, Gummiarabikum, E414;1;Getränke;SIGHI_FoodList_2024-08-29_p31_r27
Hexamethylentetramin, Urotropin, Methenamin,;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r28
Holzkohle, Pflanzenkohle, E153;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r30
Hydroxypropylcellulose, E463;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r32
Hydroxypropylmethylcellulose, Hypromellose, E464;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r33
Hypromellose, Hydroxypropylmethylcellulose, E464;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r34
Indigokarmin, Indigocarmin, Indigotin I, E132;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r35
Indischer Traganth, Karayagummi, E416;1;Getränke;SIGHI_FoodList_2024-08-29_p31_r36
Invertase, E1103;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r37
Isoascorbinsäure, E315;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r38
Johannisbrot, Johannisbrotpulver;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r39
Johannisbrotkernmehl, E410;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r40
Kaftan;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r42
Kaliumacetat, E261;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r43
