bls_code,name_de,type,allergens,sighi,fodmap
M604600,"Münster mind. 45 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M605500,"Romadur mind. 40 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M605700,"Romadur mind. 50 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M609600,"Weinkäse, Weichkäse, mind. 45 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M604700,"Münster mind. 50 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M603700,"Limburger mind. 50 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M605300,"Romadur mind. 20 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M603300,"Limburger mind. 20 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M600500,"Weichkäse mind. 40 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M410700,"Schnittkäse aus Schafmilch, mind. 50 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M6A5700,"Weichkäse aus Schafmilch, mind. 45 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M713700,"Speisequark Rahmstufe, 50 % Fett i. Tr.",RAW,[LACTOSE],0,[LACTOSE]
M710700,"Frischkäsezubereitung Natur, mind. 50 % Fett i. Tr.",RAW,[LACTOSE],0,[LACTOSE]
M032100,"Mozzarella mind. 45 % Fett i. Tr.",RAW,[LACTOSE],0,[LACTOSE]
M176800,"Sauerrahm/Creme fraiche, 30 % Fett",RAW,[LACTOSE],0,[LACTOSE]
M780100,"Kochkäse < 10 % Fett i. Tr.",RAW,[LACTOSE],1,[LACTOSE]
M711100,"Körniger Frischkäse < 10 % Fett i. Tr.",RAW,[LACTOSE],0,[LACTOSE]
M711300,"Körniger Frischkäse mind. 20 % Fett i. Tr.",RAW,[LACTOSE],0,[LACTOSE]
M712200,"Schichtkäse mind. 10 % Fett i. Tr.",RAW,[LACTOSE],0,[LACTOSE]
M712300,"Schichtkäse mind. 20 % Fett i. Tr.",RAW,[LACTOSE],0,[LACTOSE]
M713200,"Speisequark Viertelfettstufe, 10 % Fett i. Tr.",RAW,[LACTOSE],0,[LACTOSE]
M713300,"Speisequark Halbfettstufe, 20 % Fett i. Tr.",RAW,[LACTOSE],0,[LACTOSE]
M730100,"Sauermilchkäse < 10 % Fett i. Tr.",RAW,[LACTOSE],1,[LACTOSE]
M710100,"Skyr, Frischkäse < 10 % Fett i. Tr.",RAW,[LACTOSE],0,[LACTOSE]
M7B1600,"Frischkäse aus Schafmilch, Natur, mind. 45 % Fett i. Tr.",RAW,[LACTOSE],0,[LACTOSE]
N314000,"Limonade chininhaltig",RAW,[],0,[]
N310400,"Zitronenlimonade",RAW,[],0,[]
N315000,"Ginger Ale",RAW,[],0,[]
N128000,"Natürliches Mineralwasser still",RAW,[],0,[]
N127000,"Natürliches Mineralwasser mit Kohlensäure",RAW,[],0,[]
N130000,"Natürliches Mineralwasser mit geringem Mineraliengehalt",RAW,[],0,[]
N160000,"Quellwasser",RAW,[],0,[]
N419000,"Türkischer Mokka (Getränk)",RAW,[],1,[]
N415000,"Kaffee (Getränk) entkoffeiniert",RAW,[],1,[]
N411100,"Espresso (Getränk)",RAW,[],1,[]
N416000,"Kaffee (Getränk) koffeinreduziert",RAW,[],1,[]
N440100,"Kaffee (Getränk) entkoffeiniert, aus Instantpulver",RAW,[],1,[]
N440900,"Instantkaffeepulver entkoffeiniert",RAW,[],1,[]
T403100,"Bachsaibling roh",RAW,[FISH],0,[]
U579100,"Schwein Schwartenbraten (Krustenbraten) roh",RAW,[],1,[]
T417100,"Wildlachs roh",RAW,[FISH],0,[]
U576100,"Schwein Bratenfleisch (Hüfte/Schinkenspeck) roh",RAW,[],1,[]
K706100,"Butterpilz roh",RAW,[],2,[MANNIT]
T094100,"Lachsrogen roh",RAW,[FISH],0,[]
G324100,"Pak Choi roh",RAW,[],0,[]
U754100,"Schaf Gulasch (Hals/Kamm/Nacken) roh",RAW,[],0,[]
U151100,"Rind Gulasch (Bug) roh",RAW,[],0,[]
T206100,"Schellfisch roh",RAW,[FISH],0,[]
U583100,"Schwein Kochfleisch (Bauch) roh",RAW,[],1,[]
T064100,"Hecht roh",RAW,[FISH],0,[]
U185100,"Rind Kochfleisch (Hüfte) roh",RAW,[],0,[]
F224100,"Mirabelle roh",RAW,[],0,[SORBIT]
U362100,"Kalb Roulade (Keule) roh",RAW,[],0,[]
U163100,"Rind Roulade (Oberschale) roh",RAW,[],0,[]
C119200,"Couscous (Hartweizen) roh",RAW,[GLUTEN],1,[FRUCTAN]
D079000,"Pizzateig (mit Hefe) roh",RAW,[GLUTEN],1,[FRUCTAN]
E605000,"Kartoffel-Schupfnudeln roh",RAW,[GLUTEN],0,[]
U131100,"Rind Steak (Rücken) roh",RAW,[],0,[]
G346100,"Weinsauerkraut roh",RAW,[],3,[FRUCTAN]
N611000,"Mate-Tee (Getränk)",RAW,[],0,[]
N720100,"Kräutertee (Getränk)",RAW,[],0,[]
N601000,"Roibusch-/Rooibos-/Rotbusch-Tee (Getränk)",RAW,[],0,[]
N670100,"Schwarztee (Getränk) entkoffeiniert",RAW,[],2,[]
P151120,"Hefeweizen/Weizenbier, 0,0 % vol",RAW,[GLUTEN],2,[FRUCTAN]
P151110,"Hefeweizen/Weizenbier, alkoholfrei",RAW,[GLUTEN],2,[FRUCTAN]
P161000,"Lagerbier hell",RAW,[GLUTEN],2,[]
P165000,"Lagerbier dunkel",RAW,[GLUTEN],2,[]
P197000,"Bier kohlenhydratreduziert",RAW,[GLUTEN],2,[]
P1A4000,"Leichtbier",RAW,[GLUTEN],2,[]
P163100,"Pilsner Bier, alkoholfrei",RAW,[GLUTEN],2,[]
P154000,"Kölsch",RAW,[GLUTEN],2,[]
P153000,"Altbier",RAW,[GLUTEN],2,[]
P172000,"Bockbier",RAW,[GLUTEN],2,[]
P177000,"Stout",RAW,[GLUTEN],2,[]
P174000,"Doppelbock",RAW,[GLUTEN],2,[]
P219000,"Eiswein",RAW,[SULFITE],3,[]
N014000,"Wein alkoholfrei",RAW,[SULFITE],2,[]
P289000,"Federweißer (Traubenmost teilweise vergoren)",RAW,[SULFITE],2,[]
P232000,"Weißwein Beerenauslese/Trockenbeerenauslese",RAW,[SULFITE],3,[]
P231000,"Weißwein süß",RAW,[SULFITE],2,[]
P230000,"Weißwein lieblich",RAW,[SULFITE],2,[]
P431000,"Portwein",RAW,[SULFITE],2,[]
P2A1000,"Rotwein süß",RAW,[SULFITE],3,[]
P2A2000,"Rotwein lieblich",RAW,[SULFITE],3,[]
P462000,"Sherry medium dry",RAW,[SULFITE],2,[]
P330000,"Perlwein/Perlwein mit zugesetzer Kohlensäure, trocken",RAW,[SULFITE],2,[]
P2A7100,"Qualitätsschaumwein, trocken",RAW,[SULFITE],3,[]
P2A7000,"Qualitätsschaumwein, halbtrocken",RAW,[SULFITE],3,[]
P2A6110,"Qualitätsschaumwein, lieblich",RAW,[SULFITE],3,[]
P2A6100,"Qualitätsschaumwein, süß",RAW,[SULFITE],3,[]
N005000,"Sekt alkoholfrei",RAW,[SULFITE],2,[]
P273000,"Rosewein trocken",RAW,[SULFITE],2,[]
P2B1000,"Rosewein süß",RAW,[SULFITE],2,[]
P2B1200,"Rosewein halbtrocken",RAW,[SULFITE],2,[]
Q310000,"Walnussöl",RAW,[NUT],0,[]
Q120000,"Olivenöl",RAW,[],0,[]
E470000,"Eier-Frischteigwaren Ravioli (Gemüsefüllung) roh",RAW,[GLUTEN,EGG],2,[]
D9A2000,"Vollkornhefeteig süß roh",RAW,[GLUTEN],1,[FRUCTAN]
G220100,"Bleichsellerie roh",RAW,[CELERY],0,[]
E530000,"Vollkorneierteigwaren roh",RAW,[GLUTEN,EGG],2,[]
U216100,"Rind Filetsteak roh",RAW,[],0,[]
F608100,"Satsuma roh",RAW,[],2,[]
G212100,"Gemüseamaranth roh",RAW,[],0,[]
U563100,"Schwein Roulade (Oberschale) roh",RAW,[],1,[]
F607100,"Clementine roh",RAW,[],2,[]
U681700,"Schwein Rohschinken",RAW,[],3,[]
F601100,"Zitrone roh",RAW,[],2,[]
C119100,"Bulgur (Hartweizen) roh",RAW,[GLUTEN],1,[FRUCTAN]
M112300,"Rohmilch/Vorzugsmilch",RAW,[LACTOSE],0,[LACTOSE]
G680100,"Rettich roh",RAW,[],0,[]
U342100,"Kalb Schnitzel (Keule) roh",RAW,[],0,[]
U371100,"Kalb Bratenfleisch (Bug) roh",RAW,[],0,[]
K717100,"Rotkappe roh",RAW,[],2,[MANNIT]
U554100,"Schwein Gulasch (Restbug) roh",RAW,[],1,[]
T424100,"Meerforelle roh",RAW,[FISH],0,[]
T033100,"Dornhai roh",RAW,[FISH],0,[]
E632300,"Dinkelvollkorneierteigwaren roh",RAW,[GLUTEN,EGG],2,[]
E603000,"Eier-Frischteigwaren Ravioli (Fleischfüllung) roh",RAW,[GLUTEN,EGG],2,[]
K270000,"Gnocchi roh",RAW,[GLUTEN],0,[]
U574100,"Schwein Bratenfleisch (Bug ohne Fett und Schwarte) roh",RAW,[],1,[]
U575100,"Schwein Bratenfleisch (Nuss) roh",RAW,[],1,[]
U564100,"Schwein Dicke Rippe roh",RAW,[],1,[]
F223100,"Zwetschge roh",RAW,[],0,[SORBIT]
F504100,"Dattel roh",RAW,[],0,[]
F211100,"Süßkirsche roh",RAW,[],0,[SORBIT]
G691100,"Radieschen roh",RAW,[],0,[]
T415100,"Königslachs roh",RAW,[FISH],0,[]
S451000,"Nuss-Nougat Rohmasse",RAW,[NUT],2,[]
F604100,"Grapefruit roh",RAW,[],2,[]
G430100,"Gemüsefenchel roh",RAW,[],0,[]
E632100,"Dinkeleierteigwaren roh",RAW,[GLUTEN,EGG],2,[]
E606000,"Semmelknödel roh",RAW,[GLUTEN],1,[FRUCTAN]
G230100,"Mangold roh",RAW,[],0,[]
E438000,"Eier-Frischteigwaren roh",RAW,[GLUTEN,EGG],2,[]
K240400,"Kartoffelkloß (aus rohen Kartoffeln) Trockenprodukt",RAW,[],0,[]
U382100,"Kalb Kochfleisch (Brust) roh",RAW,[],0,[]
F305100,"Stachelbeere roh",RAW,[],0,[]
E607000,"Grießklößchen roh",RAW,[GLUTEN],1,[FRUCTAN]
F609100,"Tangerine roh",RAW,[],2,[]
U682700,"Schwein Rohschinken",RAW,[],3,[]
U171100,"Rind Bratenfleisch (Bug) roh",RAW,[],0,[]
U571100,"Schwein Bratenfleisch (Bug mit Fett und Schwarte) roh",RAW,[],1,[]
U543100,"Schwein Schnitzel (Nuss) roh",RAW,[],1,[]
S421000,"Marzipan Rohmasse",RAW,[NUT],0,[]
T120100,"Pelamide roh",RAW,[FISH],0,[]
T612100,"Schwertfisch roh",RAW,[FISH],0,[]
D9A4000,"Vollkornplunderteig roh",RAW,[GLUTEN],1,[FRUCTAN]
G693100,"Wasabi roh",RAW,[],0,[]
E131100,"Entenei roh",RAW,[EGG],2,[]
T209100,"Seehecht roh",RAW,[FISH],0,[]
F602100,"Limette roh",RAW,[],2,[]
U323100,"Kalb Kotelett (Rücken) roh",RAW,[],0,[]
U184100,"Rind Kochfleisch (Bug) roh",RAW,[],0,[]
E608000,"Böhmische Knödel roh",RAW,[GLUTEN],1,[FRUCTAN]
F225100,"Reineclaude roh",RAW,[],0,[SORBIT]
U351100,"Kalb Gulasch (Bug) roh",RAW,[],0,[]
T900300,"Meeresfrüchtemischung roh",RAW,[MOLLUSC],0,[]
U221100,"Rind Roastbeef (Rücken) roh",RAW,[],0,[]
T121100,"Thunfisch roh",RAW,[FISH],0,[]
K704100,"Birkenpilz roh",RAW,[],2,[MANNIT]
T091100,"Heringsrogen roh",RAW,[FISH],0,[]
D7A7000,"Plunderteig roh",RAW,[GLUTEN],1,[FRUCTAN]
F613100,"Kumquat roh",RAW,[],2,[]
T412100,"Buckellachs roh",RAW,[FISH],0,[]
T200100,"Grenadier roh",RAW,[FISH],0,[]
T202100,"Leng roh",RAW,[FISH],0,[]
U121100,"Rind Kotelett (Rücken) roh",RAW,[],0,[]
D9A3000,"Vollkornmürbeteig süß roh",RAW,[GLUTEN],1,[FRUCTAN]
F501100,"Ananas roh",RAW,[],0,[FRUCTAN]
K750100,"Mischpilze roh",RAW,[],2,[MANNIT]
U541100,"Schwein Schnitzel (Oberschale) roh",RAW,[],1,[]
G492100,"Bärlauch roh",RAW,[],0,[]
T422100,"Forelle roh",RAW,[FISH],0,[]
T122100,"Weißer Thun roh",RAW,[FISH],0,[]
T124100,"Gelbflossen-Thun roh",RAW,[FISH],0,[]
F310100,"Weintraube roh",RAW,[],0,[]
F606100,"Mandarine roh",RAW,[],2,[]
G460100,"Portulak roh",RAW,[],0,[]
F212100,"Sauerkirsche roh",RAW,[],0,[SORBIT]
U642800,"Schwein Bauch (wie gewachsen) Rohpökelware",RAW,[],3,[]
U642700,"Schwein Bauch (wie gewachsen) Rohpökelware",RAW,[],3,[]
U331100,"Kalb Steak (Rücken) roh",RAW,[],0,[]
G103100,"Eisbergsalat roh",RAW,[],0,[]
G109100,"Zuckerhutsalat roh",RAW,[],0,[]
