sighi_idx;sighi_keyword;sighi_score;sighi_category;sighi_source_ref;candidates_top5
455;Flohsamen, Flohsamenschalen;0;Früchte;SIGHI_FoodList_2024-08-29_p17_r29;"171423|Öl, Mohnsamen|Oil, poppyseed ;; 1859920|NÜSSE & KERNSAMEN|NUTS & SEEDS ;; 169414|Saatgut, Leinsamen|Seeds, flaxseed ;; 171316|Gewürze, Anissamen|Spices, anise seed ;; 170925|Gewürze, Dillsamen|Spices, dill seed"
456;Kürbiskerne;0;Früchte;SIGHI_FoodList_2024-08-29_p17_r31;"2515380|Kerne, Kürbiskerne (Pepitas), roh|Seeds, pumpkin seeds (pepitas), raw ;; 175151|Fisch, Sonnenfisch, Kürbiskerne, roh|Fish, sunfish, pumpkin seed, raw ;; 170556|Kerne, Kürbis und Kürbiskerne, getrocknet|Seeds, pumpkin and squash seed kernels, dried ;; 1928094|SUPERFOOD-RIEGEL, KÜRBISKERNE, DUNKLE SCHOKOLADE|SUPERFOOD BAR , PUMPKIN SEED, DARK CHOCOLATE ;; 170557|Kerne, Kürbis- und Squashkerne, geröstet, ohne Salz|Seeds, pumpkin and squash seed kernels, roasted, without salt"
457;Leinsamen;0;Früchte;SIGHI_FoodList_2024-08-29_p17_r33;"169414|Saatgut, Leinsamen|Seeds, flaxseed ;; 2262075|Leinsamen, gemahlen|Flaxseed, ground ;; 167702|Öl, Leinsamen, kaltgepresst|Oil, flaxseed, cold pressed ;; 173749|Bohnen, kleine weiße, reife Samen, roh|Beans, small white, mature seeds, raw ;; 171442|Öl, Leinsamen, enthält zugesetzte geschnittene Leinsamen|Oil, flaxseed, contains added sliced flaxseed"
458;Sesam;1;Früchte;SIGHI_FoodList_2024-08-29_p17_r34;"2262073|Sesambutter, cremig|Sesame butter, creamy ;; 169588|Bonbons, Sesamkrokant|Candies, sesame crunch ;; 170191|Samen, Sesambutter, Paste|Seeds, sesame butter, paste ;; 170560|Samen, Sesammehl, fettarm|Seeds, sesame flour, low-fat ;; 170192|Samen, Sesammehl, fettreich|Seeds, sesame flour, high-fat"
459;Algen und Algenbestandteile;3;Früchte;SIGHI_FoodList_2024-08-29_p17_r37;"170091|Meeresalgen, Spirulina, roh|Seaweed, spirulina, raw ;; 170495|Meeresalgen, Spirulina, getrocknet|Seaweed, spirulina, dried ;; 167602|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, trocken|Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry ;; 167603|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, rehydriert|Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated"
460;Backhefe, Bäckerhefe (frisch / getrocknet);0;Früchte;SIGHI_FoodList_2024-08-29_p17_r38;"168152|Jujube, chinesisch, frisch, getrocknet|Jujube, Chinese, fresh, dried ;; 173475|Minze, frisch|Spearmint, fresh ;; 173470|Thymian, frisch|Thyme, fresh ;; 173473|Rosmarin, frisch|Rosemary, fresh ;; 172232|Basilikum, frisch|Basil, fresh"
461;Bierhefe (frisch / getrocknet);0;Früchte;SIGHI_FoodList_2024-08-29_p17_r42;"168152|Jujube, chinesisch, frisch, getrocknet|Jujube, Chinese, fresh, dried ;; 173475|Minze, frisch|Spearmint, fresh ;; 173470|Thymian, frisch|Thyme, fresh ;; 173473|Rosmarin, frisch|Rosemary, fresh ;; 172232|Basilikum, frisch|Basil, fresh"
462;Braunalgen, Algen;3;Früchte;SIGHI_FoodList_2024-08-29_p17_r46;"170091|Meeresalgen, Spirulina, roh|Seaweed, spirulina, raw ;; 170495|Meeresalgen, Spirulina, getrocknet|Seaweed, spirulina, dried ;; 167602|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, trocken|Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry ;; 167603|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, rehydriert|Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated"
463;Champignons;1;Früchte;SIGHI_FoodList_2024-08-29_p17_r47;"1999628|Champignons, Shiitake|Mushrooms, shiitake ;; 169251|Champignons, weiß, roh|Mushrooms, white, raw ;; 2003601|Champignons, Kriminelle|Mushroom, crimini ;; 169382|Champignons, Enoki, roh|Mushrooms, enoki, raw ;; 1999629|Champignons, weißer Knopf|Mushrooms, white button"
464;Gemeiner Steinpilz (Boletus edulis);2;Früchte;SIGHI_FoodList_2024-08-29_p17_r48;
465;Gest, Germ, Hefe (frisch / getrocknet);0;Früchte;SIGHI_FoodList_2024-08-29_p17_r49;"168152|Jujube, chinesisch, frisch, getrocknet|Jujube, Chinese, fresh, dried ;; 168864|Snacks, Kartoffelchips, aus getrockneten Kartoffeln, fettfrei, mit Olestra hergestellt|Snacks, potato chips, made from dried potatoes, fat-free, made with olestra ;; 167839|Schweinefleisch, frisch, Kotelett, ohne Knochen, getrennt nach Fett und Magermasse, roh|Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw ;; 167554|Snacks, Kartoffelchips, hergestellt aus getrockneten Kartoffeln, saurer Sahne und Zwiebelgeschmack|Snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor ;; 167889|Schweinefleisch, frisch, Kotelett, Mittelrippe (Koteletts oder Braten), ohne Knochen, Fett und Magermasse trennbar, roh|Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw"
466;Grünalgen, Algen;3;Früchte;SIGHI_FoodList_2024-08-29_p17_r53;"170091|Meeresalgen, Spirulina, roh|Seaweed, spirulina, raw ;; 170495|Meeresalgen, Spirulina, getrocknet|Seaweed, spirulina, dried ;; 167602|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, trocken|Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry ;; 167603|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, rehydriert|Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated"
467;Hefe (frisch / getrocknet);0;Früchte;SIGHI_FoodList_2024-08-29_p18_r13;"168152|Jujube, chinesisch, frisch, getrocknet|Jujube, Chinese, fresh, dried ;; 173475|Minze, frisch|Spearmint, fresh ;; 173470|Thymian, frisch|Thyme, fresh ;; 173473|Rosmarin, frisch|Rosemary, fresh ;; 172232|Basilikum, frisch|Basil, fresh"
468;Kombu-Algen;3;Früchte;SIGHI_FoodList_2024-08-29_p18_r17;"170091|Meeresalgen, Spirulina, roh|Seaweed, spirulina, raw ;; 170495|Meeresalgen, Spirulina, getrocknet|Seaweed, spirulina, dried ;; 167602|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, trocken|Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry ;; 167603|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, rehydriert|Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated"
469;Meeresalgen, Meeralgen;3;Früchte;SIGHI_FoodList_2024-08-29_p18_r18;"170091|Meeresalgen, Spirulina, roh|Seaweed, spirulina, raw ;; 170495|Meeresalgen, Spirulina, getrocknet|Seaweed, spirulina, dried ;; 167602|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, trocken|Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry ;; 167603|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, rehydriert|Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated"
470;Morcheln;2;Früchte;SIGHI_FoodList_2024-08-29_p18_r19;168423|Pilze, Morcheln, roh|Mushrooms, morel, raw
471;Nori-Algen;3;Früchte;SIGHI_FoodList_2024-08-29_p18_r20;"170091|Meeresalgen, Spirulina, roh|Seaweed, spirulina, raw ;; 170495|Meeresalgen, Spirulina, getrocknet|Seaweed, spirulina, dried ;; 2172032|""""NORIMAKI"""" REISKRÄCKER, """"NORIMAKI""""|""""NORIMAKI"""" RICE CRACKER, """"NORIMAKI"""" ;; 167602|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, trocken|Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry ;; 167603|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, rehydriert|Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated"
472;Pilze, diverse Arten;2;Früchte;SIGHI_FoodList_2024-08-29_p18_r21;"2003604|Pilze, Pioppini|Mushroom, pioppini ;; 168407|Kresse, Garten, roh|Cress, garden, raw ;; 168423|Pilze, Morcheln, roh|Mushrooms, morel, raw ;; 172430|Erdnüsse, alle Arten, roh|Peanuts, all types, raw ;; 171171|Soße, Pilze, trocken, Pulver|Gravy, mushroom, dry, powder"
473;Reishi (Ganoderma lingzhi);0;Früchte;SIGHI_FoodList_2024-08-29_p18_r22;
474;Rotalgen, Algen;3;Früchte;SIGHI_FoodList_2024-08-29_p18_r24;"170091|Meeresalgen, Spirulina, roh|Seaweed, spirulina, raw ;; 170495|Meeresalgen, Spirulina, getrocknet|Seaweed, spirulina, dried ;; 167602|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, trocken|Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry ;; 167603|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, rehydriert|Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated"
475;Schwammerl, Pilze;2;Früchte;SIGHI_FoodList_2024-08-29_p18_r25;"2003604|Pilze, Pioppini|Mushroom, pioppini ;; 168423|Pilze, Morcheln, roh|Mushrooms, morel, raw ;; 171171|Soße, Pilze, trocken, Pulver|Gravy, mushroom, dry, powder ;; 168581|Pilze, Wolkenohren, getrocknet|Fungi, Cloud ears, dried ;; 170055|Tomatenerzeugnisse, Konserven, Soße, mit Pilzen|Tomato products, canned, sauce, with mushrooms"
476;Seetang, Algen;3;Früchte;SIGHI_FoodList_2024-08-29_p18_r26;"169280|Seetang, Agar, roh|Seaweed, agar, raw ;; 170496|Seetang, Wakame, roh|Seaweed, wakame, raw ;; 168457|Seetang, Seetang, roh|Seaweed, kelp, raw ;; 168458|Seetang, Seegras, roh|Seaweed, laver, raw ;; 168456|Seetang, Irischmoos, roh|Seaweed, irishmoss, raw"
477;Spirulina (Cyanobakterien: Arthrospira platensis, A.;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r27;"2607554|SPIRULINA-SUPERCHIPS|SPIRULINA SUPER CRISPS ;; 170091|Meeresalgen, Spirulina, roh|Seaweed, spirulina, raw ;; 170495|Meeresalgen, Spirulina, getrocknet|Seaweed, spirulina, dried"
478;Steinpilze;2;Früchte;SIGHI_FoodList_2024-08-29_p18_r29;
479;Wakame-Algen;3;Früchte;SIGHI_FoodList_2024-08-29_p18_r30;"170496|Seetang, Wakame, roh|Seaweed, wakame, raw ;; 170091|Meeresalgen, Spirulina, roh|Seaweed, spirulina, raw ;; 170495|Meeresalgen, Spirulina, getrocknet|Seaweed, spirulina, dried ;; 167602|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, trocken|Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry ;; 167603|Meeresalgen, kanadischer Anbau EMI-TSUNOMATA, rehydriert|Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated"
480;Wasserkefir;1;Früchte;SIGHI_FoodList_2024-08-29_p18_r31;
481;Agavendicksaft, Agavensirup;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r35;"167953|Fruchtsirup|Fruit syrup ;; 169660|Sirupe, Malz|Syrups, malt ;; 171424|Öl, Tomatensaft|Oil, tomatoseed ;; 169662|Sirupe, Sorghum|Syrups, sorghum ;; 171687|Acerolasaft, roh|Acerola juice, raw"
482;Ahornsirup;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r36;"169661|Sirup, Ahornsirup|Syrups, maple ;; 170276|Sirup, Ahornsirup, kanadisch|Syrup, maple, Canadian ;; 168838|Sirupe, Tischmischungen, Pfannkuchen, mit 2% Ahorn|Syrups, table blends, pancake, with 2% maple ;; 170646|Sirupe, Tafelmischungen, Pfannkuchen, mit 2% Ahorn, mit Kaliumzusatz|Syrups, table blends, pancake, with 2% maple, with added potassium ;; 2570950|AHORNSIRUP AUS VERMONT, GEKOCHTE FRÜHSTÜCKSWURST, AHORNSIRUP AUS VERMONT|VERMONT MAPLE SYRUP FULLY COOKED BREAKFAST SAUSAGE, VERMONT MAPLE SYRUP"
483;Birkenzucker, Xylit, Xylitol, E967;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r37;"168833|Zucker, braun|Sugars, brown ;; 169658|Zucker, Ahorn|Sugars, maple ;; 170674|Zucker, Turbinado|Sugar, turbinado ;; 167743|Sirup, Zuckerrohr|Syrup, Cane ;; 746784|Zucker, granuliert|Sugars, granulated"
484;Caramel;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r38;"167974|Bonbons, Karamellbonbons|Candies, caramels ;; 173275|Fastfood, Eisbecher, Karamell|Fast foods, sundae, caramel ;; 167975|Bonbons, CARAMELLO-Schokoriegel|Candies, CARAMELLO Candy Bar ;; 173301|McDONALD'S, Heißer Karamell-Eisbecher|McDONALD'S, Hot Caramel Sundae ;; 169602|Flan, Karamellpudding, Trockenmischung|Flan, caramel custard, dry mix"
485;Dextrose;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r39;
486;E420, Sorbit, Sorbitol;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r41;"169880|Bonbons, hart, diätetisch oder kalorienarm (Sorbitol)|Candies, hard, dietetic or low calorie (sorbitol) ;; 169061|Bonbons, Kaugummidrops, ohne Zucker oder kalorienarm (Sorbitol)|Candies, gum drops, no sugar or low calorie (sorbitol)"
487;E953, Isomalt;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r43;
488;E967, Xylit, Xylitol, Birkenzucker;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r45;"168833|Zucker, braun|Sugars, brown ;; 169658|Zucker, Ahorn|Sugars, maple ;; 170674|Zucker, Turbinado|Sugar, turbinado ;; 167743|Sirup, Zuckerrohr|Syrup, Cane ;; 746784|Zucker, granuliert|Sugars, granulated"
489;Fruchtzucker;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r46;"169659|Sirupe, Mais, mit hohem Fruchtzuckergehalt|Syrups, corn, high-fructose ;; 174176|Getränke, Fruchtsaftgetränk, zuckerreduziert, mit Zusatz von Vitamin E|Beverages, fruit juice drink, reduced sugar, with vitamin E added ;; 171940|Wasser, mit Maissirup und/oder Zucker und kalorienarmem Süßstoff, mit Fruchtgeschmack|Water, with corn syrup and/or sugar and low calorie sweetener, fruit flavored ;; 171944|Getränke, Getränk mit Fruchtgeschmack, zuckerreduziert, mehr als 3% Fruchtsaft, hoher Vitamin-C-Gehalt, Calciumzusatz|Beverages, Fruit flavored drink, reduced sugar, greater than 3% fruit juice, high vitamin C, added calcium ;; 167953|Fruchtsirup|Fruit syrup"
490;Fructose;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r47;"168142|Süßstoffe, Tabletten, Fruktose, flüssig|Sweeteners, tabletop, fructose, liquid ;; 169659|Sirupe, Mais, mit hohem Fruchtzuckergehalt|Syrups, corn, high-fructose ;; 169896|Süßstoffe, Tabletten, Fruktose, trocken, Pulver|Sweeteners, tabletop, fructose, dry, powder ;; 174821|Getränke, Energy-Drink mit kohlensäurehaltigem Wasser und Maissirup mit hohem Fruktosegehalt|Beverages, Energy Drink with carbonated water and high fructose corn syrup"
491;gebrannter Zucker;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r48;"168833|Zucker, braun|Sugars, brown ;; 169658|Zucker, Ahorn|Sugars, maple ;; 170674|Zucker, Turbinado|Sugar, turbinado ;; 167743|Sirup, Zuckerrohr|Syrup, Cane ;; 746784|Zucker, granuliert|Sugars, granulated"
492;Glucose;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r49;"170895|Ei, weiß, getrocknet, stabilisiert, glukosereduziert|Egg, white, dried, stabilized, glucose reduced ;; 173425|Ei, ganz, getrocknet, stabilisiert, glukosereduziert|Egg, whole, dried, stabilized, glucose reduced ;; 173427|Ei, weiß, getrocknet, Pulver, stabilisiert, glukosereduziert|Egg, white, dried, powder, stabilized, glucose reduced ;; 173426|Ei, weiß, getrocknet, Flocken, stabilisiert, glukosereduziert|Egg, white, dried, flakes, stabilized, glucose reduced"
493;Glucosesirup;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r51;"167953|Fruchtsirup|Fruit syrup ;; 169660|Sirupe, Malz|Syrups, malt ;; 169662|Sirupe, Sorghum|Syrups, sorghum ;; 168088|Sirup, Grenadine|Syrups, grenadine ;; 167743|Sirup, Zuckerrohr|Syrup, Cane"
494;Honig;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r53;"169640|Honig|Honey ;; 2710816|Melonen, Honigtau, roh|Melons, honeydew, raw ;; 169911|Melonen, Honigtau, roh|Melons, honeydew, raw ;; 1857023|ROHER BIO-HONIG, WILDBLUMEN|RAW ORGANIC HONEY, WILDFLOWER ;; 171046|Dressing, Honig-Senf, fettfrei|Dressing, honey mustard, fat-free"
495;Invertzucker, Invertose, Invertzuckersirup;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r54;"167743|Sirup, Zuckerrohr|Syrup, Cane ;; 169878|Sirupe, zuckerfrei|Syrups, sugar free ;; 169685|Popcorn, Zuckersirup/Karamell, fettfrei|Popcorn, sugar syrup/caramel, fat-free ;; 169659|Sirupe, Mais, mit hohem Fruchtzuckergehalt|Syrups, corn, high-fructose ;; 168839|Sirupe, Tafelmischungen, Mais, Raffinerie und Zucker|Syrups, table blends, corn, refiner, and sugar"
496;Isomalt, E953;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r55;
497;Karamell;0;Früchte;SIGHI_FoodList_2024-08-29_p18_r57;"167972|Bonbons, Karamellbonbons|Candies, butterscotch ;; 167974|Bonbons, Karamellbonbons|Candies, caramels ;; 168835|Sirupe, Schokolade, Karamell|Syrups, chocolate, fudge-type ;; 173275|Fastfood, Eisbecher, Karamell|Fast foods, sundae, caramel ;; 167980|Bonbons, Zuckerguss, Karamellbonbons|Candies, confectioner's coating, butterscotch"
498;Kristallzucker;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r13;"168833|Zucker, braun|Sugars, brown ;; 169658|Zucker, Ahorn|Sugars, maple ;; 170674|Zucker, Turbinado|Sugar, turbinado ;; 167743|Sirup, Zuckerrohr|Syrup, Cane ;; 746784|Zucker, granuliert|Sugars, granulated"
499;Künstliche Süssstoffe, künstliche Süßstoffe;1;Früchte;SIGHI_FoodList_2024-08-29_p19_r15;"168142|Süßstoffe, Tabletten, Fruktose, flüssig|Sweeteners, tabletop, fructose, liquid ;; 175078|Künstliche Blaubeer-Muffin-Mischung, trocken|Artificial Blueberry Muffin Mix, dry ;; 169657|Süßstoffe, Tabletten, Aspartam, EQUAL, Päckchen|Sweeteners, tabletop, aspartame, EQUAL, packets ;; 169896|Süßstoffe, Tabletten, Fruktose, trocken, Pulver|Sweeteners, tabletop, fructose, dry, powder ;; 170257|Süßstoffe, Tabletten, Sucralose, SPLENDA-Pakete|Sweeteners, tabletop, sucralose, SPLENDA packets"
500;Lactose;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r16;"167703|Käse, Hüttenkäse, fettarm, 1% Milchfett, laktosereduziert|Cheese, cottage, lowfat, 1% milkfat, lactose reduced ;; 173559|Säuglingsnahrung, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), Pulver, mit ARA und DHA|Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), powder, with ARA and DHA ;; 172325|Säuglingsnahrung, ABBOTT NUTRITION, SIMILAC, SENSITIV (LACTOSEFREI) fütterungsfertig, mit ARA und DHA|Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE (LACTOSE FREE) ready-to-feed, with ARA and DHA ;; 173558|Säuglingsnahrung, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), flüssiges Konzentrat, mit ARA und DHA|Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), liquid concentrate, with ARA and DHA"
501;Maltose;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r17;
502;Malzextrakt;2;Früchte;SIGHI_FoodList_2024-08-29_p19_r18;
503;Malzzucker, rein;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r19;"171401|Schmalz|Lard ;; 169660|Sirupe, Malz|Syrups, malt ;; 168833|Zucker, braun|Sugars, brown ;; 169658|Zucker, Ahorn|Sugars, maple ;; 169740|Gerstenmalzmehl|Barley malt flour"
504;Milchzucker;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r20;"171275|Milch, in Dosen, kondensiert, gezuckert|Milk, canned, condensed, sweetened ;; 170910|Milch, Schokolade, fettarm, zuckerreduziert|Milk, chocolate, lowfat, reduced sugar ;; 172446|Sojamilch, original und Vanille, ungezuckert|Soymilk, original and vanilla, unfortified ;; 168103|Gefrorene Joghurts, Schokolade, fettfreie Milch, ohne Zucker gesüßt|Frozen yogurts, chocolate, nonfat milk, sweetened without sugar ;; 174980|Kekse, Milch|Crackers, milk"
505;Palmzucker;?;Früchte;SIGHI_FoodList_2024-08-29_p19_r21;"173604|Öl, industriell, Soja (teilweise hydriert), Palmöl, Hauptverwendung Zuckerguss und Füllungen|Oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings ;; 171015|Öl, Palmöl|Oil, palm ;; 168833|Zucker, braun|Sugars, brown ;; 169658|Zucker, Ahorn|Sugars, maple ;; 167714|Palmherzen, roh|Hearts of palm, raw"
506;Rohrzucker;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r22;"167743|Sirup, Zuckerrohr|Syrup, Cane ;; 168833|Zucker, braun|Sugars, brown ;; 169658|Zucker, Ahorn|Sugars, maple ;; 170674|Zucker, Turbinado|Sugar, turbinado ;; 746784|Zucker, granuliert|Sugars, granulated"
507;Rübenzucker;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r24;"2747674|Rüben, roh|Turnips, raw ;; 170465|Rüben, roh|Turnips, raw ;; 168833|Zucker, braun|Sugars, brown ;; 169658|Zucker, Ahorn|Sugars, maple ;; 170674|Zucker, Turbinado|Sugar, turbinado"
508;Saccharose;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r26;
509;Sorbit, Sorbitol, Glucitol, Hexanhexol, E420;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r28;"169880|Bonbons, hart, diätetisch oder kalorienarm (Sorbitol)|Candies, hard, dietetic or low calorie (sorbitol) ;; 169061|Bonbons, Kaugummidrops, ohne Zucker oder kalorienarm (Sorbitol)|Candies, gum drops, no sugar or low calorie (sorbitol)"
510;Stevia (Stevia-Blätter, Steviosid flüssig/pulverförmig);0;Früchte;SIGHI_FoodList_2024-08-29_p19_r30;"167682|Pektin, flüssig|Pectin, liquid ;; 171282|Molke, süß, flüssig|Whey, sweet, fluid ;; 170882|Milch, Schafe, flüssig|Milk, sheep, fluid ;; 170885|Molke, Säure, Flüssigkeit|Whey, acid, fluid ;; 170875|Milch, natriumarm, flüssig|Milk, low sodium, fluid"
511;Süssholz, Süßholz;2;Früchte;SIGHI_FoodList_2024-08-29_p19_r31;
512;Traubenzucker;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r32;"168144|Babynahrung, Traubensaft, ohne Zucker, in Dosen|Babyfood, grape juice, no sugar, canned ;; 168833|Zucker, braun|Sugars, brown ;; 169658|Zucker, Ahorn|Sugars, maple ;; 171028|Öl, Traubenkernöl|Oil, grapeseed ;; 170674|Zucker, Turbinado|Sugar, turbinado"
513;Xylit, Xylitol, Birkenzucker, E967;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r34;"168833|Zucker, braun|Sugars, brown ;; 169658|Zucker, Ahorn|Sugars, maple ;; 170674|Zucker, Turbinado|Sugar, turbinado ;; 167743|Sirup, Zuckerrohr|Syrup, Cane ;; 746784|Zucker, granuliert|Sugars, granulated"
514;Zucker;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r35;"168833|Zucker, braun|Sugars, brown ;; 169658|Zucker, Ahorn|Sugars, maple ;; 170674|Zucker, Turbinado|Sugar, turbinado ;; 167743|Sirup, Zuckerrohr|Syrup, Cane ;; 746784|Zucker, granuliert|Sugars, granulated"
515;Alkoholessig;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r38;"168747|Alkoholisches Getränk, Bier, regelmäßig, BUDWEISER|Alcoholic beverage, beer, regular, BUDWEISER ;; 172240|Essig, Rotwein|Vinegar, red wine ;; 167682|Pektin, flüssig|Pectin, liquid ;; 172241|Essig, Balsamico|Vinegar, balsamic ;; 173469|Essig, Apfelessig|Vinegar, cider"
516;Anis;?;Früchte;SIGHI_FoodList_2024-08-29_p19_r40;"171316|Gewürze, Anissamen|Spices, anise seed ;; 172754|Plundergebäck, Käse|Danish pastry, cheese ;; 169941|Kakis, japanisch, roh|Persimmons, japanese, raw ;; 174263|Erdnüsse, spanisch, roh|Peanuts, spanish, raw ;; 169310|Taro, tahitianisch, roh|Taro, tahitian, raw"
517;Bouillon;2;Früchte;SIGHI_FoodList_2024-08-29_p19_r41;"171562|Suppe, Hühnerbrühe oder Bouillon, trocken|Soup, chicken broth or bouillon, dry ;; 171560|Suppe, Rinderbrühe oder Bouillon, Pulver, trocken|Soup, beef broth or bouillon, powder, dry ;; 171613|Suppe, Brühwürfel und -granulat, natriumarm, trocken|Soup, bouillon cubes and granules, low sodium, dry ;; 171538|Suppe, Rinderbrühe oder Bouillon in Dosen, servierfertig|Soup, beef broth or bouillon canned, ready-to-serve ;; 172922|Suppe, Rinderbrühe oder Bouillon, Pulver, mit Wasser zubereitet|Soup, beef broth or bouillon, powder, prepared with water"
518;Branntweinessig;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r44;"172240|Essig, Rotwein|Vinegar, red wine ;; 167682|Pektin, flüssig|Pectin, liquid ;; 172241|Essig, Balsamico|Vinegar, balsamic ;; 173469|Essig, Apfelessig|Vinegar, cider ;; 172237|Essig, destilliert|Vinegar, distilled"
519;Brühe, Brühwürfel/-pulver;2;Früchte;SIGHI_FoodList_2024-08-29_p19_r46;"171560|Suppe, Rinderbrühe oder Bouillon, Pulver, trocken|Soup, beef broth or bouillon, powder, dry ;; 172922|Suppe, Rinderbrühe oder Bouillon, Pulver, mit Wasser zubereitet|Soup, beef broth or bouillon, powder, prepared with water ;; 171606|Fischbrühe|Fish broth ;; 167806|Baobab-Pulver|Baobab powder ;; 170461|Tomatenpulver|Tomato powder"
520;Cumin;2;Früchte;SIGHI_FoodList_2024-08-29_p19_r49;170923|Gewürze, Kreuzkümmel|Spices, cumin seed
521;Curcuma;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r50;
522;Curry;2;Früchte;SIGHI_FoodList_2024-08-29_p19_r51;"170924|Gewürze, Currypulver|Spices, curry powder ;; 171183|SMART SOUP, Thailändisches Kokosnuss-Curry|SMART SOUP, Thai Coconut Curry"
523;Essig: Aceto Balsamico, Balsamessig;3;Früchte;SIGHI_FoodList_2024-08-29_p19_r52;"172241|Essig, Balsamico|Vinegar, balsamic ;; 172240|Essig, Rotwein|Vinegar, red wine ;; 167682|Pektin, flüssig|Pectin, liquid ;; 173469|Essig, Apfelessig|Vinegar, cider ;; 172237|Essig, destilliert|Vinegar, distilled"
524;Essig: Alkoholessig, Branntweinessig, Weingeistessig,;0;Früchte;SIGHI_FoodList_2024-08-29_p19_r53;"168747|Alkoholisches Getränk, Bier, regelmäßig, BUDWEISER|Alcoholic beverage, beer, regular, BUDWEISER ;; 172240|Essig, Rotwein|Vinegar, red wine ;; 167682|Pektin, flüssig|Pectin, liquid ;; 172241|Essig, Balsamico|Vinegar, balsamic ;; 173469|Essig, Apfelessig|Vinegar, cider"
